id,published_date,title,isbn,price
403,03/08/11 14:08,Together in Love #4,9.78602E+12,16500
404,03/08/11 14:10,"We Love You,Shiro!",9.78602E+12,16500
405,03/08/11 14:11,Last Summer Cinema #2,9.78602E+12,16500
411,03/08/11 14:37,Koloni Jagoan #4,9.78602E+12,16500
412,03/08/11 14:54,Pelangi di Naungan Mentari,9.78602E+12,16500
413,03/08/11 14:57,XOL : The exolight 1,9.78602E+12,16500
414,25/08/10 17:37,Cermin Putih,9.78979E+12,16500
421,25/08/10 09:47,Garudaboi 2,9.78979E+12,16500
422,25/08/10 09:58,GOLDEN AGE Vol.11,9.78979E+12,16500
427,10/08/11 12:00,My lovely Class Leader #2,9.78602E+12,16500
428,10/08/11 12:00,Meet The Banchou 08,9.78602E+12,16500
429,10/08/11 12:00,My lfe #5,9.78602E+12,16500
430,10/08/11 12:00,Love Button #3,9.78602E+12,16500
431,10/08/11 12:00,Cherry is Everywhere #2,9.78602E+12,16500
432,10/08/11 12:00,Princess Gal Paradise #2,9.78602E+12,16500
433,10/08/11 12:00,Spray King #1,9.78602E+12,16500
444,16/08/11 13:20,Flower of Queen #2,9.78602E+12,16500
445,16/08/11 13:26,Kitchen Palette #1,9.78602E+12,16500
446,16/08/11 13:28,Love at sakura Dormitory,9.78602E+12,16500
447,16/08/11 13:29,Kumpulan Cerita Terbaik Miiko #4,9.78602E+12,16500
448,16/08/11 13:35,Pudding in Love #3,9.78602E+12,16500
449,16/08/11 13:37,Namida Usagi_Tears of First Love #3,9.78602E+12,16500
450,16/08/11 13:40,Shanaou Yoshitsune Genpei War #15,9.78602E+12,16500
451,16/08/11 13:44,My Dearest Pochi #1,9.78602E+12,16500
452,16/08/11 13:46,"Love,romance,and The World #1",9.78602E+12,16500
453,16/08/11 13:55,Perfect Boy Falls in love,9.78602E+12,16500
454,16/08/11 14:03,Seiyuu-ka!Lovely Voice #3,9.78602E+12,16500
461,18/08/11 22:25,Song for My Sweet Home #2,9.78602E+12,16500
458,16/08/11 13:26,Moon Fighters #1,9.78602E+12,16500
462,18/08/11 23:03,A Witch Who Looks for Love,9.78602E+12,16500
463,18/08/11 23:05,Love in The Sky #3,9.78602E+12,16500
464,18/08/11 23:06,Chocolate Magic,9.78602E+12,16500
465,18/08/11 23:07,Lovely Lesson Hair Make Episode,9.78602E+12,16500
466,18/08/11 23:09,Ultra Z Class,9.78602E+12,16500
467,18/08/11 23:11,Doctors Gentle Love,9.78602E+12,16500
468,18/08/11 23:13,Honey Love Dandy Teacher,9.78602E+12,16500
469,18/08/11 23:14,Ijime-If I have Enough Courage,9.78602E+12,16500
470,18/08/11 23:16,Invicible Lover,9.78602E+12,16500
471,18/08/11 23:17,Secret Kiss,9.78602E+12,16500
472,18/08/11 23:18,Honey Love,9.78602E+12,16500
476,01/09/10 12:43,A Badboy Drinks Tea 8,9.78979E+12,16500
492,09/09/10 12:32,Miracle Ball 11,9.78979E+12,16500
493,09/09/10 12:37,Shinobi Life 8,9.78979E+12,16500
494,14/09/11 16:05,"Sayaka,The Unbeatable Yankee Girl",9.78602E+12,16500
495,14/09/11 16:17,My Perfect Private Teacher,9.78602E+12,16500
496,14/09/11 16:19,"Yona,The girl Standing in the Blush of Dawn 01",9.78602E+12,16500
497,09/09/11 16:21,Love so Life 06,9.78602E+12,16500
498,14/09/11 16:19,I&#039;ve Loved You Since So Long,9.78602E+12,16500
499,14/09/11 16:23,Princess Gal Paradise 03,9.78602E+12,16500
504,01/09/10 00:18,The Minami Family 6,9.78979E+12,16500
507,01/09/10 00:46,You Can&#039;t Disappear from Me 3 of 4,9.78979E+12,16500
511,22/09/10 19:50,Go! Hiromi Go! 3,9.78979E+12,16500
512,22/09/10 19:57,Graffiti of Love,9.78979E+12,16500
514,22/09/10 20:32,Kimi Ga Suki - I Love You - 1 of 3,9.78979E+12,16500
515,22/09/10 20:40,Love So Life 1,9.78979E+12,16500
517,22/09/10 21:04,My Dinosaur Dentis,9.78979E+12,16500
518,22/09/10 14:58,Oresama Teacher 2,9.78979E+12,16500
519,22/09/10 15:02,Salon for a Broken Heart,9.78979E+12,16500
520,21/09/11 21:30,Kitchen Palette 02,9.78602E+12,16500
521,21/09/11 21:33,Spray King 02,9.78602E+12,16500
522,21/09/11 21:34,My Lovely Class Leader 03,9.78602E+12,16500
523,21/09/11 21:36,Love in The Sky 04,9.78602E+12,16500
524,21/09/11 21:37,Seiyuu-Ka!Lovely Voice 04,9.78602E+12,16500
525,21/09/11 21:41,Born To Cook 08,9.78602E+12,16500
530,30/09/11 22:29,Love Button 04,9.78602E+12,16500
531,30/09/11 22:34,Namida Usagi-Tears of First Love 04,9.78602E+12,16500
532,30/09/11 22:36,"Love,Romance,and the World 02",9.78602E+12,16500
533,30/09/11 22:38,Assasins,9.78602E+12,16500
534,30/09/11 22:39,My Clumsy Boy 01,9.78602E+12,16500
535,30/09/11 22:46,My Clumsy Boy 02,9.78602E+12,16500
536,20/09/11 22:47,Eighty Eight 01,9.78602E+12,16500
539,22/09/10 11:39,Shanaou Yoshitsune Genpei War 6,9.78979E+12,16500
542,22/09/10 12:13,The Ghost Conqueror 4,9.78979E+12,16500
548,29/09/10 22:48,Seer The Genchildren 1,9.78979E+12,16500
547,29/09/10 22:25,The Prince and The Poor,9.78979E+12,16500
549,29/09/10 00:32,Wind Rider Sky Age: Special Edition,9.78979E+12,16500
557,29/09/10 22:22,A Bad Boy Drinks Tea 9,9.78979E+12,16500
558,29/09/10 22:41,Jun x Sensation 3,9.78979E+12,16500
559,29/09/10 00:36,Rasetsu&#039;s Flowers 7,9.78979E+12,16500
563,29/09/10 09:05,Anemone Flower Shop,9.78979E+12,16500
564,29/09/10 02:49,Lady and the Sea 1,9.78979E+12,16500
565,29/09/10 03:06,Shanimuni Go 31,9.78979E+12,16500
566,29/09/10 03:13,Sky Blue Beach 1,9.78979E+12,16500
567,29/09/10 03:22,You Are My Wing,9.78979E+12,16500
571,28/09/11 21:43,Meet The Banchou 09,,16500
573,28/09/11 21:50,Crown Latte,9.78602E+12,16500
574,28/09/11 21:51,Song of The Sky,9.78602E+12,16500
575,28/09/11 21:53,World of Dreams,9.78602E+12,16500
576,28/09/11 21:54,Pudding in Love 04,9.78602E+12,16500
577,28/09/11 21:56,My Dearest Pochi 02,9.78602E+12,16500
578,28/09/11 21:57,Ignite Wedge 1,9.78602E+12,16500
580,28/09/11 22:01,Fragments of Summer,9.78602E+12,16500
581,28/09/11 22:03,Tabi and the Fellow Travelers 01,9.78602E+12,16500
582,28/09/11 22:36,My Lovely Chef,9.78602E+12,16500
583,28/09/11 22:38,Innocent Blade Unveil,9.78602E+12,16500
584,28/09/11 22:40,Clock Maker&#039;s Love,9.78602E+12,16500
587,10/10/10 01:53,White Paper Ark 7,9.78979E+12,16500
588,10/10/10 11:36,Lovers In Paris,9.78979E+12,16500
